personas,95889
varones,48764
mujeres,47125
fecha,fallecidos,terapia,casos_dx,diagnosticos,internados,casos_fis,casos_fis_ajustada,casos_fa
2020-01-01,0,0,0,0,0,0,0,0
2020-01-02,0,0,0,0,0,1,1,0
2020-01-03,0,0,0,0,0,1,1,0
2020-01-04,0,0,0,0,0,0,0,0
2020-01-05,0,0,0,0,0,0,0,0
2020-01-06,0,0,0,0,0,2,2,0
2020-01-07,0,0,0,0,0,0,0,0
2020-01-08,0,0,0,0,0,0,0,0
2020-01-09,0,0,0,0,0,0,0,0
2020-01-10,0,0,0,0,0,0,0,0
2020-01-11,0,0,0,0,0,0,0,0
2020-01-12,0,0,0,0,0,1,1,0
2020-01-13,0,0,0,0,0,0,0,0
2020-01-14,0,0,0,0,0,0,0,0
2020-01-15,0,0,0,0,0,0,0,0
2020-01-16,0,0,0,0,0,0,0,0
2020-01-17,0,0,0,0,0,0,0,0
2020-01-18,0,0,0,0,0,0,0,0
2020-01-19,0,0,0,0,0,0,0,0
2020-01-20,0,0,0,0,0,0,0,0
2020-01-21,0,0,0,0,0,0,0,0
2020-01-22,0,0,0,0,0,0,0,0
2020-01-23,0,0,0,0,0,0,0,0
2020-01-24,0,0,0,0,0,0,0,0
2020-01-25,0,0,0,0,0,1,1,0
2020-01-26,0,0,0,0,0,0,0,0
2020-01-27,0,0,0,0,0,0,0,0
2020-01-28,0,0,0,0,0,0,0,0
2020-01-29,0,0,0,0,0,2,2,0
2020-01-30,0,0,0,0,0,1,1,0
2020-01-31,0,0,0,0,0,0,0,0
2020-02-01,0,0,0,0,0,0,0,0
2020-02-02,0,0,0,0,0,0,0,0
2020-02-03,0,0,0,0,0,0,0,0
2020-02-04,0,0,0,0,0,0,0,0
2020-02-05,0,0,0,0,0,0,0,0
2020-02-06,0,0,0,0,0,0,0,0
2020-02-07,0,0,0,0,0,0,0,0
2020-02-08,0,0,0,0,0,0,0,0
2020-02-09,0,0,0,0,0,0,0,0
2020-02-10,0,0,0,0,0,0,0,0
2020-02-11,0,0,0,0,0,0,0,0
2020-02-12,0,0,0,0,0,0,0,0
2020-02-13,0,0,0,0,0,0,0,0
2020-02-14,0,0,0,0,0,0,0,0
2020-02-15,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0,0,0
2020-02-21,0,0,0,0,0,0,0,0
2020-02-22,0,0,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,0
2020-03-07,0,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0,0
2020-03-10,0,0,0,0,0,0,0,0
2020-03-11,0,0,0,0,0,0,0,0
2020-03-12,0,0,0,0,0,0,0,0
2020-03-13,0,0,0,0,0,0,0,0
2020-03-14,0,0,0,0,0,0,0,0
2020-03-15,0,0,0,1,0,0,0,0
2020-03-16,0,0,0,0,0,0,0,0
2020-03-17,0,0,0,0,0,0,0,0
2020-03-18,0,0,0,1,0,0,0,0
2020-03-19,0,0,0,0,0,0,0,0
2020-03-20,0,0,0,0,0,0,0,0
2020-03-21,0,0,0,0,0,1,1,0
2020-03-22,0,0,0,0,0,0,0,1
2020-03-23,0,0,0,0,0,1,1,0
2020-03-24,0,0,0,0,0,0,0,0
2020-03-25,0,0,0,0,0,2,2,0
2020-03-26,0,0,0,0,0,0,0,0
2020-03-27,0,0,0,3,0,0,0,0
2020-03-28,0,0,0,2,0,2,2,0
2020-03-29,0,0,0,0,1,1,2,2
2020-03-30,0,0,1,1,0,0,0,0
2020-03-31,0,0,1,3,0,2,3,2
2020-04-01,0,0,0,2,0,1,1,0
2020-04-02,0,0,2,6,1,1,0,2
2020-04-03,0,0,1,3,0,1,1,1
2020-04-04,0,0,2,24,0,1,0,3
2020-04-05,0,0,2,5,0,0,0,2
2020-04-06,0,0,1,2,0,0,0,0
2020-04-07,0,0,0,0,0,0,0,0
2020-04-08,0,0,0,6,0,0,0,0
2020-04-09,0,0,0,11,0,0,0,0
2020-04-10,0,0,0,4,0,1,1,0
2020-04-11,0,0,0,8,0,0,0,0
2020-04-12,0,0,0,2,0,0,0,1
2020-04-13,0,0,0,5,0,0,0,0
2020-04-14,0,0,0,4,0,0,0,0
2020-04-15,0,0,0,16,0,0,0,0
2020-04-16,0,0,0,5,0,1,1,0
2020-04-17,0,0,0,4,0,0,0,0
2020-04-18,0,0,0,23,0,0,0,0
2020-04-19,0,0,0,8,0,0,0,0
2020-04-20,0,0,0,3,0,0,0,1
2020-04-21,0,0,0,6,0,0,0,0
2020-04-22,0,0,0,8,0,1,1,0
2020-04-23,0,0,0,0,0,0,0,1
2020-04-24,0,0,0,5,0,0,0,0
2020-04-25,0,0,0,1,0,0,0,0
2020-04-26,0,0,0,3,0,0,0,0
2020-04-27,0,0,0,6,0,0,0,0
2020-04-28,0,0,0,1,0,0,0,0
2020-04-29,0,0,0,5,0,0,0,0
2020-04-30,0,0,0,0,0,0,0,0
2020-05-01,0,0,0,5,0,0,0,0
2020-05-02,0,0,0,1,0,0,0,0
2020-05-03,0,0,0,0,0,0,0,0
2020-05-04,0,0,0,1,0,0,0,0
2020-05-05,0,0,0,1,0,0,0,0
2020-05-06,0,0,0,4,0,0,0,0
2020-05-07,0,0,0,6,0,0,0,0
2020-05-08,0,0,0,5,0,0,0,0
2020-05-09,0,0,0,3,0,0,0,0
2020-05-10,0,0,0,2,0,0,0,0
2020-05-11,0,0,0,1,0,0,0,0
2020-05-12,0,0,0,4,0,0,0,0
2020-05-13,0,0,0,0,0,0,0,0
2020-05-14,0,0,0,1,0,0,0,0
2020-05-15,0,0,0,5,0,0,0,0
2020-05-16,0,0,0,2,0,0,0,0
2020-05-17,0,0,0,1,0,0,0,0
2020-05-18,0,0,0,2,0,0,0,0
2020-05-19,0,0,0,3,0,0,0,0
2020-05-20,0,0,0,3,0,0,0,0
2020-05-21,0,0,0,2,0,0,0,0
2020-05-22,0,0,0,4,0,0,0,0
2020-05-23,0,0,0,4,0,0,1,0
2020-05-24,0,0,0,5,0,0,0,0
2020-05-25,0,0,0,2,0,0,0,0
2020-05-26,0,0,0,8,0,0,0,0
2020-05-27,0,0,0,3,0,1,0,1
2020-05-28,0,0,0,1,0,0,0,0
2020-05-29,0,0,0,6,0,0,0,0
2020-05-30,0,0,0,3,0,0,0,0
2020-05-31,0,0,0,4,0,0,0,0
2020-06-01,0,0,0,8,0,0,0,0
2020-06-02,0,0,0,1,0,0,0,0
2020-06-03,0,0,0,0,0,0,0,0
2020-06-04,0,0,0,6,0,0,0,0
2020-06-05,0,0,0,1,0,0,0,0
2020-06-06,0,0,0,3,0,0,0,0
2020-06-07,0,0,0,2,0,0,0,0
2020-06-08,0,0,0,3,0,0,0,0
2020-06-09,0,0,0,4,0,0,0,0
2020-06-10,0,0,0,3,0,0,0,0
2020-06-11,0,0,0,1,0,0,0,0
2020-06-12,0,0,1,5,0,0,0,0
2020-06-13,0,0,0,2,0,1,1,0
2020-06-14,0,0,0,5,0,0,0,0
2020-06-15,0,0,0,0,0,0,0,0
2020-06-16,0,0,0,0,0,0,0,0
2020-06-17,0,0,0,2,0,0,0,0
2020-06-18,0,0,0,4,0,0,0,0
2020-06-19,0,0,1,1,0,0,0,1
2020-06-20,0,0,0,1,0,0,0,0
2020-06-21,0,0,0,1,0,0,0,0
2020-06-22,0,0,0,4,0,0,0,0
2020-06-23,0,0,0,8,0,0,0,0
2020-06-24,0,0,0,2,0,0,0,0
2020-06-25,0,0,0,3,0,0,0,0
2020-06-26,0,0,0,3,0,0,0,0
2020-06-27,0,0,0,4,0,0,0,0
2020-06-28,0,0,0,2,0,1,1,0
2020-06-29,0,0,0,2,0,1,1,1
2020-06-30,0,0,0,2,0,0,0,0
2020-07-01,0,0,0,5,0,0,0,0
2020-07-02,0,0,0,2,0,1,1,1
2020-07-03,0,0,0,2,0,1,1,0
2020-07-04,0,0,1,6,0,0,0,0
2020-07-05,0,0,0,0,0,1,1,0
2020-07-06,0,0,0,1,0,3,3,1
2020-07-07,0,0,0,4,0,0,0,0
2020-07-08,0,0,1,12,0,0,0,1
2020-07-09,0,0,0,8,0,0,1,0
2020-07-10,0,0,0,10,0,2,2,0
2020-07-11,0,0,0,7,0,2,2,0
2020-07-12,0,0,0,2,0,2,2,0
2020-07-13,0,0,1,3,0,6,11,1
2020-07-14,0,0,1,6,0,5,8,1
2020-07-15,0,0,1,3,0,8,9,3
2020-07-16,0,0,0,1,0,11,12,0
2020-07-17,0,0,21,42,1,13,17,19
2020-07-18,0,0,3,13,1,15,20,7
2020-07-19,0,0,0,1,1,16,23,6
2020-07-20,0,0,6,57,1,20,35,8
2020-07-21,0,0,11,48,0,31,35,20
2020-07-22,0,0,3,34,0,40,38,12
2020-07-23,0,0,15,70,0,40,41,26
2020-07-24,0,0,20,60,0,62,51,34
2020-07-25,0,0,35,101,0,64,51,32
2020-07-26,0,0,35,92,0,55,49,16
2020-07-27,1,1,6,28,2,77,85,58
2020-07-28,0,0,24,85,0,55,54,30
2020-07-29,0,0,28,47,2,43,54,19
2020-07-30,0,1,29,84,2,67,80,34
2020-07-31,1,1,21,58,2,80,70,94
2020-08-01,0,3,53,97,4,89,90,22
2020-08-02,0,1,114,202,2,92,87,105
2020-08-03,0,0,38,54,3,111,100,42
2020-08-04,1,0,47,97,3,82,80,60
2020-08-05,1,3,51,88,1,60,67,29
2020-08-06,0,2,97,175,6,78,71,62
2020-08-07,2,0,42,70,1,52,56,29
2020-08-08,0,0,28,47,5,64,63,69
2020-08-09,1,1,49,109,3,67,62,44
2020-08-10,1,0,65,124,2,80,82,39
2020-08-11,2,0,51,96,1,49,44,54
2020-08-12,0,0,68,138,3,35,32,61
2020-08-13,2,2,73,118,1,64,83,114
2020-08-14,3,3,62,107,4,44,44,78
2020-08-15,2,1,78,158,0,40,43,31
2020-08-16,1,1,43,140,3,37,36,46
2020-08-17,0,0,35,99,2,70,45,79
2020-08-18,1,0,56,133,2,44,42,46
2020-08-19,0,1,57,88,2,46,45,51
2020-08-20,1,2,33,84,7,55,58,26
2020-08-21,0,1,28,61,1,42,42,28
2020-08-22,1,0,33,86,5,42,47,35
2020-08-23,0,2,29,84,2,41,40,27
2020-08-24,1,2,57,91,3,46,51,63
2020-08-25,2,3,57,83,5,56,60,70
2020-08-26,1,0,33,76,1,59,60,45
2020-08-27,2,0,55,102,2,61,65,23
2020-08-28,1,1,44,89,2,66,62,61
2020-08-29,4,1,34,115,4,59,59,23
2020-08-30,0,0,23,63,1,53,58,84
2020-08-31,1,1,40,66,3,45,43,68
2020-09-01,2,0,67,130,2,52,53,26
2020-09-02,1,1,44,89,3,41,38,59
2020-09-03,2,1,83,124,1,51,43,77
2020-09-04,1,1,28,86,0,48,46,41
2020-09-05,1,1,32,131,2,66,73,33
2020-09-06,0,1,52,152,1,47,49,64
2020-09-07,0,0,81,146,0,51,58,66
2020-09-08,1,1,64,128,1,50,54,52
2020-09-09,1,0,31,100,4,76,64,28
2020-09-10,3,2,39,89,2,56,57,50
2020-09-11,2,1,50,135,5,68,63,63
2020-09-12,1,0,34,110,1,69,71,53
2020-09-13,0,1,63,150,3,56,59,51
2020-09-14,1,1,70,168,2,46,44,53
2020-09-15,1,0,35,107,1,80,78,52
2020-09-16,3,0,47,102,3,83,77,70
2020-09-17,2,0,64,136,1,77,79,64
2020-09-18,0,1,65,157,2,64,64,59
2020-09-19,0,0,78,123,0,79,81,72
2020-09-20,1,1,75,185,1,72,97,87
2020-09-21,4,1,56,139,3,101,136,78
2020-09-22,2,0,80,158,5,63,76,84
2020-09-23,2,1,56,96,2,65,95,113
2020-09-24,1,1,65,149,0,83,77,101
2020-09-25,2,1,34,56,2,140,192,115
2020-09-26,1,0,54,83,1,91,101,87
2020-09-27,2,1,115,166,3,124,151,133
2020-09-28,1,2,123,161,3,131,205,123
2020-09-29,0,1,190,247,4,220,156,134
2020-09-30,1,1,139,190,1,160,193,64
2020-10-01,2,3,126,155,3,179,143,194
2020-10-02,2,1,144,183,5,240,180,196
2020-10-03,1,0,130,192,3,177,156,99
2020-10-04,1,1,82,128,0,185,164,139
2020-10-05,3,1,192,244,3,215,208,156
2020-10-06,2,3,133,192,6,185,200,160
2020-10-07,1,1,146,207,5,145,245,89
2020-10-08,0,1,152,225,7,190,166,198
2020-10-09,1,0,91,130,5,195,196,145
2020-10-10,0,2,170,223,4,269,234,163
2020-10-11,0,1,175,227,3,253,169,261
2020-10-12,2,2,105,130,3,179,201,193
2020-10-13,4,2,168,219,5,230,239,153
2020-10-14,2,2,206,296,2,153,155,231
2020-10-15,4,1,158,224,4,165,160,169
2020-10-16,3,4,194,254,4,156,137,202
2020-10-17,2,1,145,208,4,156,150,194
2020-10-18,1,1,111,155,2,129,161,95
2020-10-19,4,0,123,174,6,150,147,119
2020-10-20,1,1,102,159,6,128,159,98
2020-10-21,4,0,149,218,5,119,113,166
2020-10-22,5,0,137,200,4,138,95,197
2020-10-23,3,0,147,213,4,113,136,87
2020-10-24,3,1,192,282,5,128,100,195
2020-10-25,2,2,96,163,2,97,86,67
2020-10-26,2,4,165,193,6,92,110,96
2020-10-27,6,0,177,245,2,109,94,147
2020-10-28,3,0,136,180,2,96,119,129
2020-10-29,1,2,139,194,5,63,106,78
2020-10-30,0,0,85,137,3,71,51,113
2020-10-31,0,0,115,145,5,79,80,90
2020-11-01,3,1,85,160,4,77,54,108
2020-11-02,1,1,54,122,7,98,68,114
2020-11-03,2,1,84,145,6,40,64,125
2020-11-04,1,2,82,146,4,74,51,95
2020-11-05,3,2,248,341,6,69,78,183
2020-11-06,0,1,128,192,4,56,58,86
2020-11-07,2,3,111,156,0,43,25,62
2020-11-08,2,0,41,58,1,29,60,48
2020-11-09,3,1,114,163,1,52,29,98
2020-11-10,3,0,80,150,2,51,33,70
2020-11-11,1,0,65,123,0,35,34,42
2020-11-12,0,1,145,182,1,55,44,115
2020-11-13,2,1,49,83,3,38,67,29
2020-11-14,1,1,24,84,0,22,36,39
2020-11-15,0,0,25,59,1,30,52,14
2020-11-16,0,0,81,111,0,46,43,116
2020-11-17,4,1,56,99,5,54,55,84
2020-11-18,1,0,59,90,0,31,15,30
2020-11-19,1,1,36,68,0,50,33,58
2020-11-20,0,0,54,115,1,39,70,47
2020-11-21,0,0,56,117,0,55,50,50
2020-11-22,0,0,15,35,0,16,30,8
2020-11-23,0,0,24,48,1,33,22,19
2020-11-24,1,0,59,67,2,65,18,68
2020-11-25,1,0,56,104,0,43,12,74
2020-11-26,1,0,41,79,2,32,25,47
2020-11-27,0,0,20,73,2,22,34,35
2020-11-28,1,0,21,59,2,13,15,20
2020-11-29,1,0,2,32,0,8,19,19
2020-11-30,0,1,69,97,4,16,10,35
2020-12-01,1,0,31,85,0,24,21,47
2020-12-02,1,0,7,29,2,12,9,38
2020-12-03,0,0,32,54,0,22,15,65
2020-12-04,0,0,24,54,2,15,27,18
2020-12-05,2,1,17,23,1,23,13,22
2020-12-06,1,1,46,68,3,13,35,8
2020-12-07,0,0,52,86,0,18,17,5
2020-12-08,0,1,26,39,1,35,22,72
2020-12-09,0,0,88,121,1,15,15,39
2020-12-10,0,0,120,159,4,44,27,41
2020-12-11,0,0,123,166,1,17,19,32
2020-12-12,0,0,27,53,0,24,30,7
2020-12-13,1,0,133,184,0,25,33,17
2020-12-14,0,0,132,156,0,30,25,44
2020-12-15,0,0,17,43,0,34,31,17
2020-12-16,0,0,13,37,1,24,17,13
2020-12-17,0,0,41,70,1,36,34,27
2020-12-18,0,0,46,111,1,19,21,28
2020-12-19,0,0,10,38,1,21,25,6
2020-12-20,1,0,15,29,1,17,18,15
2020-12-21,2,0,56,76,2,35,33,56
2020-12-22,0,0,25,86,0,20,22,21
2020-12-23,0,0,39,167,2,30,28,16
2020-12-24,1,0,11,30,0,27,39,7
2020-12-25,1,0,18,20,1,29,43,38
2020-12-26,0,0,60,132,0,30,39,51
2020-12-27,1,0,35,96,3,40,47,23
2020-12-28,1,0,60,151,4,40,29,36
2020-12-29,1,0,47,100,1,49,60,56
2020-12-30,0,3,50,93,2,37,28,53
2020-12-31,1,1,32,87,1,39,57,23
2021-01-01,1,1,14,19,2,33,36,18
2021-01-02,0,0,82,127,2,55,43,59
2021-01-03,0,1,21,103,1,29,26,37
2021-01-04,2,0,57,74,0,59,39,55
2021-01-05,0,1,42,124,5,41,51,39
2021-01-06,1,1,30,90,4,47,44,43
2021-01-07,0,0,50,127,1,26,30,39
2021-01-08,0,0,34,114,1,31,35,49
2021-01-09,1,1,60,126,3,33,23,41
2021-01-10,0,1,24,100,3,42,38,43
2021-01-11,1,0,84,126,2,34,36,55
2021-01-12,0,1,43,114,3,42,38,39
2021-01-13,3,1,37,99,1,24,31,33
2021-01-14,1,0,26,64,1,28,17,37
2021-01-15,0,0,43,137,2,35,30,52
2021-01-16,2,2,51,148,0,31,32,16
2021-01-17,3,0,14,48,2,39,31,23
2021-01-18,1,0,29,49,3,32,32,25
2021-01-19,0,1,38,98,3,24,27,27
2021-01-20,0,0,40,89,1,30,23,54
2021-01-21,0,1,31,86,3,18,15,44
2021-01-22,2,0,34,76,1,11,11,22
2021-01-23,1,1,18,66,0,29,28,30
2021-01-24,0,0,2,31,0,14,16,8
2021-01-25,0,2,32,72,4,19,30,32
2021-01-26,1,0,15,60,1,14,16,6
2021-01-27,0,0,28,90,0,23,18,30
2021-01-28,1,1,21,89,2,14,12,23
2021-01-29,0,0,18,72,2,29,17,28
2021-01-30,1,0,15,62,0,14,18,20
2021-01-31,0,0,9,40,2,12,13,9
2021-02-01,0,0,24,69,0,14,13,25
2021-02-02,0,1,10,78,1,20,21,8
2021-02-03,1,1,24,76,1,18,12,28
2021-02-04,0,0,7,73,0,11,14,4
2021-02-05,1,0,30,78,2,11,17,32
2021-02-06,0,0,10,47,1,8,13,1
2021-02-07,1,0,2,31,0,10,14,9
2021-02-08,0,0,17,52,1,12,15,20
2021-02-09,0,1,26,69,2,17,9,14
2021-02-10,1,1,14,58,0,17,11,26
2021-02-11,1,0,22,72,1,14,10,11
2021-02-12,0,0,19,59,0,16,10,24
2021-02-13,0,0,4,55,0,21,22,0
2021-02-14,0,0,2,24,0,11,12,2
2021-02-15,1,0,5,38,0,20,20,4
2021-02-16,0,0,21,38,0,22,23,21
2021-02-17,0,0,25,82,1,12,11,19
2021-02-18,0,0,13,64,1,26,28,14
2021-02-19,1,1,37,95,1,22,24,32
2021-02-20,2,1,11,69,0,15,15,5
2021-02-21,0,0,0,22,1,16,19,0
2021-02-22,0,0,35,89,0,21,23,37
2021-02-23,0,0,11,34,0,13,10,19
2021-02-24,1,0,13,52,0,13,11,12
2021-02-25,0,0,28,76,1,14,14,30
2021-02-26,1,0,12,56,1,14,12,11
2021-02-27,0,0,18,75,0,7,7,15
2021-02-28,0,0,12,42,0,8,11,10
2021-03-01,0,0,27,58,1,13,10,35
2021-03-02,0,1,8,40,1,12,10,6
2021-03-03,0,1,4,26,0,6,6,6
2021-03-04,0,0,14,49,0,16,13,8
2021-03-05,0,0,19,48,0,14,16,32
2021-03-06,0,0,18,81,3,12,11,8
2021-03-07,1,0,0,22,1,9,9,0
2021-03-08,0,1,20,51,2,16,17,16
2021-03-09,0,0,15,47,0,15,15,17
2021-03-10,0,0,17,104,0,12,12,10
2021-03-11,0,0,8,100,0,12,12,7
2021-03-12,0,0,16,62,0,7,7,22
2021-03-13,0,0,8,73,0,11,13,5
2021-03-14,0,0,1,25,0,15,17,9
2021-03-15,0,0,6,67,1,11,11,6
2021-03-16,0,0,20,41,1,12,15,16
2021-03-17,0,0,12,27,0,19,16,17
2021-03-18,1,0,20,78,0,12,12,13
2021-03-19,0,0,18,66,0,21,21,24
2021-03-20,1,0,19,80,1,22,20,15
2021-03-21,0,0,3,24,2,15,16,4
2021-03-22,1,1,13,46,1,27,25,12
2021-03-23,2,0,25,70,3,21,23,25
2021-03-24,0,1,32,69,3,18,19,30
2021-03-25,0,0,6,95,3,14,13,10
2021-03-26,1,2,20,99,2,17,20,21
2021-03-27,1,0,36,90,2,19,21,28
2021-03-28,0,0,8,38,3,14,11,9
2021-03-29,0,1,20,74,1,24,26,19
2021-03-30,0,2,11,96,4,16,17,19
2021-03-31,1,0,22,73,2,27,23,32
2021-04-01,0,0,17,47,0,16,18,1
2021-04-02,0,1,14,24,2,33,31,12
2021-04-03,0,0,13,56,1,34,34,30
2021-04-04,1,0,14,21,1,26,34,3
2021-04-05,0,0,41,62,1,31,37,41
2021-04-06,0,0,37,66,3,34,36,28
2021-04-07,0,0,18,62,1,34,38,24
2021-04-08,1,0,35,82,0,34,37,63
2021-04-09,1,1,57,264,1,48,44,16
2021-04-10,1,0,15,88,0,26,29,41
2021-04-11,0,0,38,74,3,35,34,38
2021-04-12,0,0,54,151,0,50,43,42
2021-04-13,0,1,45,395,3,47,43,38
2021-04-14,0,0,46,178,2,38,36,45
2021-04-15,1,1,10,140,4,35,33,22
2021-04-16,0,2,34,244,3,37,36,41
2021-04-17,0,0,51,126,2,36,42,29
2021-04-18,0,3,15,92,3,16,17,17
2021-04-19,0,0,61,126,2,33,36,50
2021-04-20,0,0,24,119,3,64,68,21
2021-04-21,0,1,52,140,4,22,16,70
2021-04-22,2,0,68,194,5,47,48,59
2021-04-23,1,3,51,164,3,38,32,56
2021-04-24,1,1,8,25,2,31,31,21
2021-04-25,3,3,22,118,3,17,19,13
2021-04-26,1,3,44,110,3,27,24,44
2021-04-27,0,0,28,145,2,54,55,42
2021-04-28,0,1,72,130,5,33,26,55
2021-04-29,2,0,23,138,2,25,28,20
2021-04-30,2,1,39,153,2,47,48,54
2021-05-01,0,0,38,110,2,26,27,16
2021-05-02,0,1,4,8,1,25,28,5
2021-05-03,1,0,40,154,0,33,34,38
2021-05-04,0,0,39,132,2,35,36,38
2021-05-05,0,1,20,93,0,23,23,38
2021-05-06,2,0,35,112,2,23,24,28
2021-05-07,1,1,35,111,1,48,50,35
2021-05-08,0,1,42,71,2,24,23,34
2021-05-09,0,2,3,62,2,27,27,8
2021-05-10,0,1,32,80,2,29,29,33
2021-05-11,1,0,68,183,3,52,53,63
2021-05-12,0,0,26,54,0,33,32,21
2021-05-13,0,0,28,114,2,23,27,26
2021-05-14,0,2,38,133,6,28,36,36
2021-05-15,1,0,23,74,0,23,22,24
2021-05-16,1,0,3,10,0,29,30,4
2021-05-17,2,0,30,102,1,33,30,35
2021-05-18,0,0,64,236,1,41,40,64
2021-05-19,0,0,34,103,2,32,26,39
2021-05-20,0,1,34,109,0,19,27,33
2021-05-21,0,0,21,50,3,31,28,35
2021-05-22,0,0,31,49,2,23,17,21
2021-05-23,0,1,4,27,0,8,11,2
2021-05-24,0,0,57,71,2,28,16,56
2021-05-25,0,0,9,22,1,2,0,4
2021-05-26,0,0,48,68,0,20,15,51
2021-05-27,0,0,12,25,0,5,0,14
